,mm
2023-11-06,21.999999999999993
2023-11-07,26.599999999999994
2023-11-08,28.999999999999993
2023-11-09,28.999999999999993
2023-11-10,31.799999999999994
2023-11-11,31.799999999999994
2023-11-12,31.999999999999993
2023-11-13,12.199999999999992
2023-11-14,8.399999999999993
2023-11-15,5.799999999999994
2023-11-16,5.799999999999994
2023-11-17,2.999999999999993
2023-11-18,2.999999999999993
2023-11-19,2.7999999999999927
2023-11-20,0.7999999999999932
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,5.199999999999993
2023-11-26,11.799999999999994
2023-11-27,27.999999999999993
2023-11-28,34.39999999999999
2023-11-29,34.99999999999999
2023-11-30,34.99999999999999
2023-12-01,37.599999999999994
2023-12-02,35.599999999999994
2023-12-03,28.999999999999993
2023-12-04,12.799999999999994
2023-12-05,6.399999999999993
2023-12-06,5.799999999999994
2023-12-07,5.799999999999994
2023-12-08,4.5999999999999925
2023-12-09,1.5999999999999928
2023-12-10,2.7999999999999927
2023-12-11,3.199999999999993
2023-12-12,6.199999999999993
2023-12-13,7.199999999999993
2023-12-14,7.199999999999993
2023-12-15,5.799999999999994
2023-12-16,5.599999999999993
2023-12-17,5.799999999999994
2023-12-18,5.399999999999993
2023-12-19,2.399999999999993
2023-12-20,1.3999999999999928
2023-12-21,1.3999999999999928
2023-12-22,1.3999999999999928
2023-12-23,1.3999999999999928
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.3999999999999929
2023-12-27,0.3999999999999929
2023-12-28,0.3999999999999929
2023-12-29,0.3999999999999929
2023-12-30,0.3999999999999929
2023-12-31,2.999999999999993
2024-01-01,4.999999999999993
2024-01-02,4.5999999999999925
2024-01-03,4.5999999999999925
2024-01-04,4.999999999999993
2024-01-05,8.599999999999993
2024-01-06,9.199999999999992
2024-01-07,6.5999999999999925
2024-01-08,4.5999999999999925
2024-01-09,4.5999999999999925
2024-01-10,4.5999999999999925
2024-01-11,4.199999999999992
2024-01-12,5.399999999999993
2024-01-13,9.399999999999995
2024-01-14,9.399999999999995
2024-01-15,9.399999999999995
2024-01-16,9.399999999999995
2024-01-17,9.399999999999995
2024-01-18,9.399999999999995
2024-01-19,4.599999999999993
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,6.799999999999994
2024-01-23,8.399999999999993
2024-01-24,8.399999999999993
2024-01-25,8.399999999999993
2024-01-26,8.399999999999993
2024-01-27,8.399999999999993
2024-01-28,8.999999999999993
2024-01-29,8.399999999999993
2024-01-30,7.999999999999994
2024-01-31,7.999999999999993
2024-02-01,11.199999999999992
2024-02-02,11.199999999999992
2024-02-03,11.399999999999993
2024-02-04,40.8
2024-02-05,34.99999999999999
2024-02-06,36.599999999999994
2024-02-07,36.99999999999999
2024-02-08,33.79999999999999
2024-02-09,33.79999999999999
2024-02-10,35.4
2024-02-11,5.399999999999993
2024-02-12,4.999999999999993
2024-02-13,2.199999999999993
2024-02-14,1.7999999999999932
2024-02-15,1.7999999999999932
2024-02-16,7.399999999999993
2024-02-17,5.999999999999993
2024-02-18,5.999999999999993
2024-02-19,5.999999999999993
2024-02-20,5.999999999999993
2024-02-21,5.999999999999993
2024-02-22,5.999999999999993
2024-02-23,0.3999999999999929
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.9999999999999929
2024-03-05,14.999999999999991
2024-03-06,14.999999999999991
2024-03-07,15.399999999999991
2024-03-08,15.399999999999991
2024-03-09,15.399999999999991
2024-03-10,15.399999999999991
2024-03-11,14.799999999999992
2024-03-12,0.9999999999999929
2024-03-13,0.9999999999999929
2024-03-14,0.599999999999993
2024-03-15,0.599999999999993
2024-03-16,0.599999999999993
2024-03-17,0.599999999999993
2024-03-18,0.1999999999999929
2024-03-19,4.799999999999993
2024-03-20,7.5999999999999925
2024-03-21,9.599999999999993
2024-03-22,12.999999999999993
2024-03-23,13.799999999999994
2024-03-24,13.799999999999994
2024-03-25,13.799999999999994
2024-03-26,8.999999999999993
2024-03-27,6.199999999999993
2024-03-28,4.199999999999993
2024-03-29,0.7999999999999929
2024-03-30,0.1999999999999929
2024-03-31,0.3999999999999929
2024-04-01,0.3999999999999929
2024-04-02,0.3999999999999929
2024-04-03,0.3999999999999929
2024-04-04,0.3999999999999929
2024-04-05,0.7999999999999929
2024-04-06,7.399999999999993
2024-04-07,7.199999999999992
2024-04-08,7.199999999999992
2024-04-09,7.199999999999992
2024-04-10,7.199999999999992
2024-04-11,7.999999999999992
2024-04-12,8.199999999999992
2024-04-13,1.3999999999999921
2024-04-14,1.3999999999999921
2024-04-15,1.3999999999999921
2024-04-16,1.3999999999999921
2024-04-17,1.3999999999999921
2024-04-18,0.5999999999999921
2024-04-19,0.19999999999999202
2024-04-20,0.19999999999999202
2024-04-21,3.999999999999992
2024-04-22,3.999999999999992
2024-04-23,3.999999999999992
2024-04-24,3.999999999999992
2024-04-25,3.999999999999992
2024-04-26,3.799999999999992
2024-04-27,17.999999999999993
2024-04-28,22.39999999999999
2024-04-29,22.59999999999999
2024-04-30,22.79999999999999
2024-05-01,22.79999999999999
2024-05-02,22.79999999999999
2024-05-03,22.79999999999999
2024-05-04,8.599999999999993
2024-05-05,0.39999999999999114
2024-05-06,0.19999999999999113
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.7999999999999912
2024-05-10,0.7999999999999912
2024-05-11,0.7999999999999912
2024-05-12,0.7999999999999912
2024-05-13,3.999999999999991
2024-05-14,3.999999999999991
2024-05-15,3.999999999999991
2024-05-16,3.1999999999999913
2024-05-17,3.1999999999999913
2024-05-18,3.1999999999999913
2024-05-19,3.1999999999999913
2024-05-20,0.5999999999999911
2024-05-21,0.5999999999999911
2024-05-22,1.9999999999999911
2024-05-23,1.9999999999999911
2024-05-24,1.9999999999999911
2024-05-25,1.9999999999999911
2024-05-26,1.9999999999999911
2024-05-27,6.599999999999991
2024-05-28,80.19999999999999
2024-05-29,81.19999999999999
2024-05-30,81.19999999999999
