kper,kstp,k,i,j,AWq
1,1,0,2,46,-5.411052003706573
1,1,0,3,46,-5.144562457777738
1,1,0,4,46,-5.109695403687738
1,1,0,5,45,-6.258713708639107
1,1,0,6,45,-6.349870393660808
1,1,0,7,44,-6.408258912866245
1,1,0,8,43,-6.382539100585177
1,1,0,8,54,-6.2835484495627725
1,1,0,9,43,-6.420190797995701
1,1,0,9,52,-6.248815757464627
1,1,0,9,53,-6.289439955328476
1,1,0,10,42,-6.422166436250222
1,1,0,10,50,-6.172542548884508
1,1,0,10,51,-6.224065929454355
1,1,0,11,42,-6.420215179005254
1,1,0,11,48,-6.109120780707144
1,1,0,11,49,-6.3439484848203165
1,1,0,12,9,-7.9196777000294105
1,1,0,12,42,-6.471730173574315
1,1,0,12,46,-5.463191174009921
1,1,0,12,47,-6.354941917756037
1,1,0,13,10,-7.960464779855215
1,1,0,13,42,-6.477668154949924
1,1,0,13,44,-5.893187631444221
1,1,0,13,45,-6.096308792266541
1,1,0,13,52,-9.012420239935182
1,1,0,13,53,-9.066558947111275
1,1,0,13,54,-9.083390039454798
1,1,0,13,55,-9.099238533952871
1,1,0,14,10,-8.026642419148516
1,1,0,14,11,-8.082319289665975
1,1,0,14,41,-6.560876578305056
1,1,0,14,42,-6.463917589492212
1,1,0,14,43,-5.772268947908856
1,1,0,14,50,-8.858888298141778
1,1,0,14,51,-8.90248499295285
1,1,0,15,12,-8.109046994792038
1,1,0,15,13,-8.169487988692822
1,1,0,15,41,-6.536069552666845
1,1,0,15,48,-8.757849392583012
1,1,0,15,49,-8.827207777194872
1,1,0,16,14,-5.607572015858068
1,1,0,16,15,-8.101273916533387
1,1,0,16,16,-8.210878611662338
1,1,0,16,17,-8.153621587559883
1,1,0,16,41,-6.708399073402461
1,1,0,16,46,-8.705360328232473
1,1,0,16,47,-8.7103144950662
1,1,0,17,18,-8.149886674094432
1,1,0,17,41,-7.069752444983919
1,1,0,17,42,-8.560394600352765
1,1,0,17,43,-8.622860606444306
1,1,0,17,44,-8.65950593150751
1,1,0,17,45,-8.66871225350883
1,1,0,18,19,-8.022860006428573
1,1,0,18,20,-8.150677611747824
1,1,0,18,40,-4.743144576072837
1,1,0,18,42,-8.558760092025409
1,1,0,19,21,-8.18059796743762
1,1,0,19,40,-5.118395149240314
1,1,0,19,41,-8.53127163286149
1,1,0,20,22,-8.176635215025499
1,1,0,20,39,-6.447625589408403
1,1,0,20,41,-8.428715815271175
1,1,0,21,23,-8.239048501050888
1,1,0,21,36,-8.447816093863821
1,1,0,21,37,-8.477276844514336
1,1,0,21,38,-8.457462660898045
1,1,0,21,39,-8.427768336826603
1,1,0,21,40,-8.496749168874885
1,1,0,21,41,-8.485920431395243
1,1,0,22,24,-8.265797050186393
1,1,0,22,35,-8.444120710335824
1,1,0,23,25,-8.256645692265806
1,1,0,23,26,-8.261599861937498
1,1,0,23,34,-8.432232465361949
1,1,0,24,27,-8.28933380893102
1,1,0,24,28,-8.292306309428113
1,1,0,24,33,-8.431972454478682
1,1,0,25,29,-8.306165342626741
1,1,0,25,33,-8.428999763935508
1,1,0,26,29,-8.36066129829851
1,1,0,26,32,-8.457730969489376
1,1,0,27,30,-6.5645310619056545
1,1,0,27,31,-8.40226902334507
1,1,0,27,32,-8.418312878669326
1,1,0,27,33,-8.396057028339555
1,1,0,28,32,-8.455498077974312
1,1,0,28,33,-8.371361023179247
1,1,0,29,31,-8.412157940546308
1,1,0,30,31,-8.433195655863756
1,1,0,31,31,-10.5480392787357
1,1,0,32,30,8.83653312475451
1,1,0,33,27,-4.879541478606029
1,1,0,33,28,-5.584395904190387
1,1,0,33,29,-4.7408364529035225
1,1,0,34,25,-6.084585930691674
1,1,0,34,26,-10.38154560291639
1,1,0,35,22,-6.5806691452037285
1,1,0,35,23,-7.364590445361728
1,1,0,35,24,-11.952902066934257
1,1,0,36,14,-8.259449278643501
1,1,0,36,15,-11.37804107125146
1,1,0,36,16,-5.760747815593049
