kper,kstp,k,i,j,AWq
1,1,0,2,46,153.43575980738797
1,1,0,3,46,180.50406601949612
1,1,0,4,46,184.5041572676439
1,1,0,5,45,69.30417583085477
1,1,0,6,45,60.581075967991524
1,1,0,7,44,55.408501864041455
1,1,0,8,43,58.522079139647644
1,1,0,8,54,69.4952188695978
1,1,0,9,43,55.197803535014145
1,1,0,9,52,73.18397837181885
1,1,0,9,53,69.31435246539559
1,1,0,10,42,55.744859313712595
1,1,0,10,50,81.02848710501803
1,1,0,10,51,76.07975621744174
1,1,0,11,42,56.40575373701131
1,1,0,11,48,87.68745031953483
1,1,0,11,49,64.23277951242062
1,1,0,12,9,-87.4903038914639
1,1,0,12,42,51.86129364997453
1,1,0,12,46,153.20947508142785
1,1,0,12,47,63.46963547661085
1,1,0,13,10,-91.56496073618712
1,1,0,13,42,52.00256464082929
1,1,0,13,44,110.67101358356945
1,1,0,13,45,90.17923879076977
1,1,0,13,52,-202.0216182718549
1,1,0,13,53,-207.36030492877478
1,1,0,13,54,-208.90601842624858
1,1,0,13,55,-210.42394136197333
1,1,0,14,10,-98.24199167094446
1,1,0,14,11,-103.80469537570502
1,1,0,14,41,44.83311932836557
1,1,0,14,42,54.187373546263416
1,1,0,14,43,123.91664004496818
1,1,0,14,50,-186.37420734079035
1,1,0,14,51,-190.64552207537645
1,1,0,15,12,-106.46351166126328
1,1,0,15,13,-112.66252901891312
1,1,0,15,41,48.35939938726062
1,1,0,15,48,-175.79148473333942
1,1,0,15,49,-182.77390150809538
1,1,0,16,14,145.66021795795962
1,1,0,16,15,-105.64653848479372
1,1,0,16,16,-116.53101152930583
1,1,0,16,17,-110.58944993201055
1,1,0,16,41,32.1190284253571
1,1,0,16,46,-169.7609906911324
1,1,0,16,47,-170.4098712206394
1,1,0,17,18,-109.63259953247473
1,1,0,17,41,-3.1769838239329147
1,1,0,17,42,-153.60271966453502
1,1,0,17,43,-160.02328613268332
1,1,0,17,44,-164.04328783615767
1,1,0,17,45,-165.2248471585865
1,1,0,18,19,-96.37768009079878
1,1,0,18,20,-109.14929338409229
1,1,0,18,40,232.60331781213904
1,1,0,18,42,-152.3633564508193
1,1,0,19,21,-111.41264095969768
1,1,0,19,40,195.96602646703911
1,1,0,19,41,-148.42536318733335
1,1,0,20,22,-110.26873680391145
1,1,0,20,39,64.24377196575574
1,1,0,20,41,-136.9866616700391
1,1,0,21,23,-115.70447310174097
1,1,0,21,36,-134.99539961500625
1,1,0,21,37,-138.12495982948792
1,1,0,21,38,-136.31449929501105
1,1,0,21,39,-133.7632768281528
1,1,0,21,40,-141.36407027266716
1,1,0,21,41,-141.98243030633932
1,1,0,22,24,-117.43501802168464
1,1,0,22,35,-133.24328360671518
1,1,0,23,25,-115.54380903622246
1,1,0,23,26,-115.68180031607517
1,1,0,23,34,-130.87831535350085
1,1,0,24,27,-117.28517609422931
1,1,0,24,28,-117.20800435600461
1,1,0,24,33,-129.84446966364555
1,1,0,25,29,-117.29406819086864
1,1,0,25,33,-128.36058626111583
1,1,0,26,29,-121.9266936057627
1,1,0,26,32,-130.29445842745895
1,1,0,27,30,60.467375618197366
1,1,0,27,31,-124.2274961222887
1,1,0,27,32,-125.57325794700034
1,1,0,27,33,-122.99177376052523
1,1,0,28,32,-128.2680473552756
1,1,0,28,33,-119.54954377685306
1,1,0,29,31,-123.46658499099715
1,1,0,30,31,-124.88646754434023
1,1,0,31,31,-118.07401272480558
1,1,0,32,30,-123.04211885102052
1,1,0,33,27,-108.10482311884289
1,1,0,33,28,-107.30229381929837
1,1,0,33,29,-106.5046499320107
1,1,0,34,25,-109.04218292190228
1,1,0,34,26,-108.36331064171452
1,1,0,35,22,-110.44675389370843
1,1,0,35,23,-109.8044715471026
1,1,0,35,24,-109.23839041479278
1,1,0,36,14,-114.15412495043142
1,1,0,36,15,-113.68218370111094
1,1,0,36,16,-113.2293826367312
1,1,0,36,17,-112.74606625002343
1,1,0,36,18,-112.20483284692102
1,1,0,36,19,-111.64580578091716
1,1,0,36,20,-111.08713008247469
1,1,0,36,21,-110.57712505145446
1,1,0,37,14,-113.80485634209049
1,1,0,38,12,-114.30290603977187
1,1,0,38,13,-113.88139367568021
1,1,0,39,11,-114.23603315946104
1,1,0,40,9,-114.42149231175529
