name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:33_idx2:25,0,1,-2,2,0,0.995428,-1.99086,1.99086
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:33_idx2:26,0,1,-2,2,0,0.999992,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:33_idx2:27,0,1,-2,2,0,0.99999,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:33_idx2:28,0,1,-2,2,0,0.999987,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:33_idx2:29,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:33_idx2:30,0,1,-2,2,0,0.999978,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:34_idx2:17,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:34_idx2:18,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:34_idx2:19,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:34_idx2:20,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:34_idx2:21,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:34_idx2:22,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:34_idx2:31,0,1,-2,2,0,0.999976,-1.99995,1.99995
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:34_idx2:32,0,1,-2,2,0,0.999979,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:35_idx2:14,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:35_idx2:15,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:35_idx2:16,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:35_idx2:33,0,1,-2,2,0,0.999995,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:36_idx2:12,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:36_idx2:13,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:36_idx2:34,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:37_idx2:11,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:37_idx2:35,0,1,-2,2,0,0.999989,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:38_idx2:9,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:38_idx2:10,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:38_idx2:36,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:39_idx2:7,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:39_idx2:8,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:39_idx2:37,0,1,-2,2,0,0.999981,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:40_idx2:5,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:40_idx2:6,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:40_idx2:38,0,1,-2,2,0,0.999981,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:41_idx2:4,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:41_idx2:38,0,1,-2,2,0,0.999982,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:42_idx2:2,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:42_idx2:3,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:42_idx2:38,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:43_idx2:1,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:43_idx2:39,0,1,-2,2,0,0.999984,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:44_idx2:39,0,1,-2,2,0,0.999984,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:45_idx2:39,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:45_idx2:40,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:46_idx2:39,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:46_idx2:40,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:47_idx2:39,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:47_idx2:40,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:48_idx2:39,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:3_idx1:48_idx2:40,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:16_idx2:47,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:16_idx2:48,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:16_idx2:49,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:16_idx2:50,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:17_idx2:52,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:17_idx2:53,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:18_idx2:54,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:18_idx2:55,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:18_idx2:56,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:19_idx2:42,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:19_idx2:57,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:19_idx2:58,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:20_idx2:41,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:21_idx2:41,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:22_idx2:40,0,1,-2,2,0,0.999995,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:23_idx2:40,0,1,-2,2,0,0.999995,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:24_idx2:40,0,1,-2,2,0,0.999994,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:25_idx2:39,0,1,-2,2,0,0.99999,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:26_idx2:39,0,1,-2,2,0,0.999984,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:27_idx2:39,0,1,-2,2,0,0.999975,-1.99995,1.99995
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:33_idx2:23,0,1,-2,2,0,0.995431,-1.99086,1.99086
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:33_idx2:24,0,1,-2,2,0,0.99543,-1.99086,1.99086
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:33_idx2:25,0,1,-2,2,0,0.995428,-1.99086,1.99086
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:33_idx2:26,0,1,-2,2,0,0.999992,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:33_idx2:27,0,1,-2,2,0,0.99999,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:33_idx2:28,0,1,-2,2,0,0.999987,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:33_idx2:29,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:33_idx2:30,0,1,-2,2,0,0.999978,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:34_idx2:17,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:34_idx2:18,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:34_idx2:19,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:34_idx2:20,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:34_idx2:21,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:34_idx2:22,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:34_idx2:31,0,1,-2,2,0,0.999976,-1.99995,1.99995
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:34_idx2:32,0,1,-2,2,0,0.999979,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:35_idx2:14,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:35_idx2:15,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:35_idx2:16,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:35_idx2:33,0,1,-2,2,0,0.999995,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:36_idx2:12,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:36_idx2:13,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:36_idx2:34,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:37_idx2:11,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:37_idx2:35,0,1,-2,2,0,0.999989,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:38_idx2:9,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:38_idx2:10,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:38_idx2:36,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:39_idx2:7,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:39_idx2:8,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:39_idx2:37,0,1,-2,2,0,0.999981,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:40_idx2:5,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:40_idx2:6,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:40_idx2:38,0,1,-2,2,0,0.999981,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:41_idx2:4,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:41_idx2:38,0,1,-2,2,0,0.999982,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:42_idx2:2,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:42_idx2:3,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:42_idx2:38,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:43_idx2:1,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:43_idx2:39,0,1,-2,2,0,0.999984,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:44_idx2:39,0,1,-2,2,0,0.999984,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:45_idx2:39,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:45_idx2:40,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:46_idx2:39,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:46_idx2:40,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:47_idx2:39,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:47_idx2:40,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:48_idx2:39,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:4_idx1:48_idx2:40,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:16_idx2:47,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:16_idx2:48,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:16_idx2:49,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:16_idx2:50,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:17_idx2:52,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:17_idx2:53,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:18_idx2:54,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:18_idx2:55,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:18_idx2:56,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:19_idx2:42,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:19_idx2:57,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:19_idx2:58,0,1,-2,2,0,0.999997,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:20_idx2:41,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:21_idx2:41,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:22_idx2:40,0,1,-2,2,0,0.999995,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:23_idx2:40,0,1,-2,2,0,0.999995,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:24_idx2:40,0,1,-2,2,0,0.999994,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:25_idx2:39,0,1,-2,2,0,0.99999,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:26_idx2:39,0,1,-2,2,0,0.999984,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:27_idx2:39,0,1,-2,2,0,0.999975,-1.99995,1.99995
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:33_idx2:23,0,1,-2,2,0,0.995431,-1.99086,1.99086
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:33_idx2:24,0,1,-2,2,0,0.99543,-1.99086,1.99086
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:33_idx2:25,0,1,-2,2,0,0.995428,-1.99086,1.99086
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:33_idx2:26,0,1,-2,2,0,0.999992,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:33_idx2:27,0,1,-2,2,0,0.99999,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:33_idx2:28,0,1,-2,2,0,0.999987,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:33_idx2:29,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:33_idx2:30,0,1,-2,2,0,0.999978,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:34_idx2:17,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:34_idx2:18,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:34_idx2:19,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:34_idx2:20,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:34_idx2:21,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:34_idx2:22,0,1,-2,2,0,0.995433,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:34_idx2:31,0,1,-2,2,0,0.999976,-1.99995,1.99995
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:34_idx2:32,0,1,-2,2,0,0.999979,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:35_idx2:14,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:35_idx2:15,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:35_idx2:16,0,1,-2,2,0,0.995434,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:35_idx2:33,0,1,-2,2,0,0.999995,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:36_idx2:12,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:36_idx2:13,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:36_idx2:34,0,1,-2,2,0,0.999996,-1.99999,1.99999
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:37_idx2:11,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:37_idx2:35,0,1,-2,2,0,0.999989,-1.99998,1.99998
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:38_idx2:9,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:38_idx2:10,0,1,-2,2,0,0.995435,-1.99087,1.99087
