,0,1,2,sidx,idx_strs,x,y,pargp3,parval1_3,3
0,0,0,59,"(0, 0, 59)",idx0:0_idx1:0_idx2:59,595.0,1205.0,influx_cond_condgr,1.0,1.0
1,0,0,60,"(0, 0, 60)",idx0:0_idx1:0_idx2:60,605.0,1205.0,influx_cond_condgr,1.0,1.0
2,0,0,61,"(0, 0, 61)",idx0:0_idx1:0_idx2:61,615.0,1205.0,influx_cond_condgr,1.0,1.0
3,0,0,62,"(0, 0, 62)",idx0:0_idx1:0_idx2:62,625.0,1205.0,influx_cond_condgr,1.0,1.0
4,0,0,63,"(0, 0, 63)",idx0:0_idx1:0_idx2:63,635.0,1205.0,influx_cond_condgr,1.0,1.0
5,0,0,64,"(0, 0, 64)",idx0:0_idx1:0_idx2:64,645.0,1205.0,influx_cond_condgr,1.0,1.0
6,0,0,65,"(0, 0, 65)",idx0:0_idx1:0_idx2:65,655.0,1205.0,influx_cond_condgr,1.0,1.0
7,0,0,66,"(0, 0, 66)",idx0:0_idx1:0_idx2:66,665.0,1205.0,influx_cond_condgr,1.0,1.0
8,0,0,67,"(0, 0, 67)",idx0:0_idx1:0_idx2:67,675.0,1205.0,influx_cond_condgr,1.0,1.0
9,0,0,68,"(0, 0, 68)",idx0:0_idx1:0_idx2:68,685.0,1205.0,influx_cond_condgr,1.0,1.0
10,0,0,69,"(0, 0, 69)",idx0:0_idx1:0_idx2:69,695.0,1205.0,influx_cond_condgr,1.0,1.0
11,0,0,70,"(0, 0, 70)",idx0:0_idx1:0_idx2:70,705.0,1205.0,influx_cond_condgr,1.0,1.0
12,0,0,71,"(0, 0, 71)",idx0:0_idx1:0_idx2:71,715.0,1205.0,influx_cond_condgr,1.0,1.0
13,0,0,72,"(0, 0, 72)",idx0:0_idx1:0_idx2:72,725.0,1205.0,influx_cond_condgr,1.0,1.0
14,0,0,73,"(0, 0, 73)",idx0:0_idx1:0_idx2:73,735.0,1205.0,influx_cond_condgr,1.0,1.0
15,0,0,74,"(0, 0, 74)",idx0:0_idx1:0_idx2:74,745.0,1205.0,influx_cond_condgr,1.0,1.0
16,0,0,75,"(0, 0, 75)",idx0:0_idx1:0_idx2:75,755.0,1205.0,influx_cond_condgr,1.0,1.0
17,0,0,76,"(0, 0, 76)",idx0:0_idx1:0_idx2:76,765.0,1205.0,influx_cond_condgr,1.0,1.0
18,0,0,77,"(0, 0, 77)",idx0:0_idx1:0_idx2:77,775.0,1205.0,influx_cond_condgr,1.0,1.0
19,0,0,78,"(0, 0, 78)",idx0:0_idx1:0_idx2:78,785.0,1205.0,influx_cond_condgr,1.0,1.0
20,0,0,79,"(0, 0, 79)",idx0:0_idx1:0_idx2:79,795.0,1205.0,influx_cond_condgr,1.0,1.0
21,0,0,80,"(0, 0, 80)",idx0:0_idx1:0_idx2:80,805.0,1205.0,influx_cond_condgr,1.0,1.0
22,0,0,81,"(0, 0, 81)",idx0:0_idx1:0_idx2:81,815.0,1205.0,influx_cond_condgr,1.0,1.0
23,0,1,58,"(0, 1, 58)",idx0:0_idx1:1_idx2:58,585.0,1195.0,influx_cond_condgr,1.0,1.0
24,0,2,56,"(0, 2, 56)",idx0:0_idx1:2_idx2:56,565.0,1185.0,influx_cond_condgr,1.0,1.0
25,0,2,57,"(0, 2, 57)",idx0:0_idx1:2_idx2:57,575.0,1185.0,influx_cond_condgr,1.0,1.0
26,0,3,55,"(0, 3, 55)",idx0:0_idx1:3_idx2:55,555.0,1175.0,influx_cond_condgr,1.0,1.0
